  时间         温度    气压     湿度       高度      经度        纬度     位势高度
  423.334      43.3    883.2     4.4       978.6  100.365315  41.325408      0
  424.317      43.3    883.1     4.0       979.2  100.365322  41.325408      0
  425.268      43.2    883.0     2.7       979.3  100.365322  41.325411      0
  426.236      43.0    883.0     3.3       979.7  100.365329  41.325415      0
  427.203      42.7    883.1     4.2       979.5  100.365322  41.325411      0
  428.170      42.7    883.0     3.0       979.3  100.365315  41.325408      0
  429.137      42.7    883.0     3.8       978.6  100.365308  41.325401      0
  430.072      42.8    883.1     3.4       978.1  100.365308  41.325401      0
  431.039      42.7    883.1     3.4       978.5  100.365308  41.325405      0
  432.006      42.7    883.0     4.0       979.0  100.365315  41.325401      0
  433.973      42.6    883.1     3.9       979.0  100.365315  41.325401      0
  434.940      42.4    883.2     3.5       979.4  100.365322  41.325408      0
  435.892      41.7    882.9     4.2       979.8  100.365322  41.325408      0
  436.875      41.7    882.9     3.1       983.6  100.365294  41.325394      0
  437.826      41.6    882.9     4.1       978.1  100.365329  41.325425      0
  438.794      41.4    882.9     3.3       978.2  100.365329  41.325425      0
  439.761      41.4    882.8     3.9       977.8  100.365335  41.325428      0
  440.728      41.2    883.0     4.4       977.8  100.365329  41.325411      0
  441.695      41.0    882.9     5.0       979.0  100.365322  41.325408      0
  442.662      40.6    882.9     5.6       977.9  100.365322  41.325401      0
  443.630      40.3    882.7     5.8       978.8  100.365315  41.325394      0
  444.597      40.2    882.9     4.8       978.2  100.365315  41.325394      0
  445.564      39.6    882.3     4.2       978.8  100.365315  41.325408      0
  446.531      38.7    882.0     4.9       985.0  100.365376  41.325528      0
  447.498      38.9    881.5     4.9       985.0  100.365431  41.325630      0
  448.466      38.5    880.8     5.9       996.2  100.365479  41.325760      0
  449.417      37.8    880.2     4.5      1003.7  100.365540  41.325859      0
  450.384      37.8    879.6     5.9      1000.2  100.365554  41.325852      0
  451.367      37.8    879.0     4.2      1007.4  100.365513  41.325866      0
  452.319      37.9    878.5     4.9      1024.1  100.365581  41.325804      0
  453.302      37.9    877.8     5.5      1021.1  100.365533  41.325869      0
  454.253      37.6    877.2     5.4       984.7  100.365547  41.325937      0
  455.220      37.5    876.8     5.2       993.3  100.365595  41.325989      0
  456.188      37.4    876.3     6.1       986.3  100.365691  41.325992      0
  457.155      36.9    875.5     5.4      1019.7  100.365732  41.325934      0
  458.122      36.8    875.1     6.1      1017.7  100.365725  41.326053      0
  459.056      36.5    874.0     6.1      1041.8  100.365807  41.326129      0
  460.024      36.1    873.4     6.8      1048.7  100.365848  41.326146      0
  461.991      36.0    872.8     7.1      1057.5  100.365889  41.326152      0
  462.942      36.0    872.4     6.2      1057.5  100.365889  41.326152      0
  463.925      36.1    871.7     6.5      1068.5  100.365875  41.326217      0
  464.877      36.0    871.1     6.7      1074.7  100.365923  41.326180      0
  465.844      36.0    870.7     7.4      1089.5  100.365936  41.326200      0
  466.811      35.8    870.4     6.7      1061.1  100.366012  41.326217      0
  467.778      35.7    869.9     6.7      1072.0  100.366039  41.326166      0
  468.746      35.4    869.4     6.7      1065.5  100.366039  41.326163      0
  469.713      35.3    868.9     6.8      1077.4  100.366053  41.326105      0
  470.711      35.1    868.0     7.0      1089.1  100.366066  41.326060      0
  471.647      35.0    867.7     6.6      1097.1  100.366053  41.326057      0
  472.614      35.0    867.1     6.8      1107.4  100.366046  41.326053      0
  473.582      34.8    866.5     6.7      1111.4  100.366025  41.326077      0
  474.549      34.8    865.9     6.8      1118.3  100.365991  41.326108      0
  475.516      34.7    865.4     7.3      1127.3  100.365984  41.326122      0
  476.483      34.7    864.9     7.1      1135.3  100.365998  41.326142      0
  477.482      34.6    864.3     7.6      1142.6  100.366018  41.326166      0
  478.402      34.5    863.7     7.5      1150.8  100.366018  41.326187      0
  479.385      34.6    863.1     6.8      1157.1  100.366012  41.326228      0
  480.336      34.6    862.5     6.9      1164.5  100.366005  41.326262      0
  481.304      34.5    862.0     7.6      1170.8  100.365998  41.326323      0
  482.271      34.5    861.4     7.4      1175.5  100.366005  41.326351      0
  483.254      34.5    860.8     6.8      1188.9  100.365984  41.326381      0
  484.205      34.4    860.1     7.2      1192.1  100.366032  41.326436      0
  485.172      34.3    859.6     7.6      1201.7  100.366073  41.326487      0
  486.140      34.2    859.2     7.1      1205.1  100.366128  41.326535      0
  487.074      34.1    858.2     7.1      1218.3  100.366237  41.326590      0
  488.041      34.0    857.5     7.2      1226.4  100.366285  41.326596      0
  489.993      33.9    856.9     7.7      1234.5  100.366305  41.326596      0
  490.976      33.9    856.4     7.3      1234.5  100.366305  41.326596      0
  491.927      33.9    855.7     6.7      1239.3  100.366312  41.326590      0
  492.894      33.8    855.0     8.2      1250.0  100.366292  41.326603      0
  493.862      33.8    854.5     8.0      1256.0  100.366292  41.326641      0
  494.829      33.8    853.9     7.5      1265.1  100.366292  41.326685      0
  495.796      33.7    853.2     7.6      1272.7  100.366292  41.326723      0
  496.763      33.6    852.6     8.4      1277.1  100.366292  41.326784      0
  497.730      33.5    852.1     8.1      1287.7  100.366285  41.326846      0
  498.698      33.4    851.4     7.8      1291.7  100.366305  41.326894      0
  499.665      33.3    850.6     8.6      1301.9  100.366326  41.326928      0
  500.632      33.3    850.0     8.0      1308.7  100.366339  41.326941      0
  501.599      33.3    849.7     7.4      1315.5  100.366353  41.326955      0
  502.551      33.2    848.9     8.8      1326.9  100.366374  41.326982      0
  503.534      33.2    848.5     7.7      1330.2  100.366408  41.327003      0
  504.485      33.1    847.8     7.9      1334.5  100.366435  41.327020      0
  505.468      33.0    847.1     7.7      1344.4  100.366435  41.327047      0
  506.420      33.0    846.6     8.4      1349.8  100.366428  41.327092      0
  507.402      32.9    845.9     7.7      1359.4  100.366421  41.327129      0
  508.354      32.8    845.3     8.0      1366.7  100.366401  41.327157      0
  509.321      32.8    844.6     8.9      1373.7  100.366387  41.327170      0
  510.289      32.7    844.3     8.5      1379.6  100.366374  41.327167      0
  511.256      32.7    843.9     8.3      1383.4  100.366367  41.327160      0
  512.223      32.6    843.4     8.2      1389.9  100.366346  41.327170      0
  513.221      32.5    842.9     8.6      1396.9  100.366319  41.327187      0
  514.157      32.5    842.4     8.0      1404.3  100.366292  41.327215      0
  515.125      32.4    841.8     8.4      1412.0  100.366271  41.327252      0
  516.059      32.3    841.1     8.1      1417.9  100.366264  41.327379      0
  517.026      32.2    840.5     8.4      1425.6  100.366298  41.327399      0
  518.978      32.2    840.2     8.5      1429.1  100.366326  41.327413      0
  519.961      32.2    839.9     8.6      1429.1  100.366326  41.327413      0
  520.912      32.1    839.4     8.9      1431.7  100.366339  41.327409      0
  521.879      32.1    839.0     7.8      1438.8  100.366305  41.327402      0
  522.847      32.0    838.4     8.5      1442.0  100.366271  41.327426      0
  523.814      31.9    838.0     8.8      1449.5  100.366237  41.327450      0
  524.781      31.9    837.3     8.8      1454.9  100.366216  41.327481      0
  525.748      31.9    836.8     8.4      1462.4  100.366196  41.327508      0
  526.715      31.8    836.1     8.2      1468.6  100.366182  41.327536      0
  527.683      31.7    835.5     8.7      1476.2  100.366189  41.327566      0
  528.650      31.7    835.0     8.8      1482.6  100.366210  41.327583      0
  529.601      31.6    834.3     9.3      1489.7  100.366230  41.327594      0
  530.584      31.5    833.6     9.1      1497.5  100.366237  41.327611      0
  531.536      31.5    833.1     9.5      1505.6  100.366237  41.327641      0
  532.519      31.4    832.4     9.6      1511.2  100.366244  41.327672      0
  533.470      31.3    831.7     8.7      1518.2  100.366257  41.327686      0
  534.453      31.3    831.0     9.3      1525.7  100.366244  41.327700      0
  535.405      31.2    830.4     8.7      1533.4  100.366244  41.327723      0
  536.387      31.1    829.7     9.6      1541.1  100.366244  41.327747      0
  537.339      31.0    829.0     9.8      1549.4  100.366264  41.327775      0
  538.306      30.9    828.3     9.4      1557.1  100.366271  41.327788      0
  539.273      30.8    827.5     9.2      1565.2  100.366278  41.327819      0
  540.241      30.8    826.8     8.6      1572.3  100.366298  41.327840      0
  541.208      30.7    826.1     9.3      1580.4  100.366319  41.327850      0
  542.175      30.7    825.4     8.7      1588.3  100.366326  41.327850      0
  543.142      30.6    824.7     9.5      1595.4  100.366319  41.327843      0
  544.077      30.5    823.6     9.3      1608.4  100.366333  41.327843      0
  545.028      30.5    823.0    10.3      1615.9  100.366367  41.327843      0
  546.995      30.4    822.5     9.2      1622.5  100.366380  41.327840      0
  547.963      30.4    821.8    10.0      1622.5  100.366380  41.327840      0
  548.930      30.3    821.2     9.5      1629.4  100.366394  41.327870      0
  549.897      30.2    820.5    10.7      1635.9  100.366401  41.327901      0
  550.864      30.1    819.9     9.8      1644.3  100.366408  41.327932      0
  551.831      30.0    819.1     9.4      1650.7  100.366408  41.327956      0
  552.799      30.0    818.5     9.5      1658.1  100.366394  41.327980      0
  553.766      29.9    817.9     9.4      1664.5  100.366428  41.327993      0
  554.733      29.9    817.4     9.6      1672.2  100.366462  41.328000      0
  555.700      29.8    816.6    10.5      1680.7  100.366490  41.328003      0
  556.667      29.7    816.1     9.7      1686.0  100.366524  41.328010      0
  557.619      29.7    815.5    10.2      1692.8  100.366551  41.328024      0
  558.586      29.6    814.9     9.9      1698.1  100.366592  41.328024      0
  559.569      29.5    814.3    10.7      1705.1  100.366599  41.328034      0
  560.521      29.4    813.4     9.9      1712.7  100.366606  41.328051      0
  561.503      29.4    813.1    10.3      1720.0  100.366606  41.328075      0
  562.455      29.3    812.4    10.0      1726.6  100.366599  41.328092      0
  563.422      29.3    811.8    10.9      1733.1  100.366585  41.328103      0
  564.389      29.2    811.1    10.5      1739.2  100.366558  41.328116      0
  565.357      29.1    810.5    10.2      1748.1  100.366565  41.328137      0
  566.324      29.1    810.0    10.2      1753.9  100.366585  41.328150      0
  567.291      29.1    809.5    10.3      1759.0  100.366613  41.328161      0
  568.258      29.0    808.8     9.7      1766.3  100.366626  41.328184      0
  569.225      29.0    808.2    10.3      1772.6  100.366640  41.328222      0
